Title,Artist,ConstituentID,Nationality,Gender,Date,Classification,Department,ObjectID,URL,ThumbnailURL
My Landlord,Sue Williams,7494,American,Female,1992,Drawing,Drawings & Prints,187411,http://www.moma.org/collection/works/187411,http://www.moma.org/media/W1siZiIsIjMxNTEzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=910cd3d64b96c472
The Novel That Writes Itself,Allen Ruppersberg,5084,American,Male,2014,Illustrated Book,Drawings & Prints,187414,http://www.moma.org/collection/works/187414,http://www.moma.org/media/W1siZiIsIjMxNjA3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=05c43dfe7d7b2c7e
Architecture sketches,Günter Günschel,45585,German,Male,1958,Architecture,Architecture & Design,187498,,
Imaginary Beings,Neri Oxman,33046,American,Female,2012,Design,Architecture & Design,187517,,
Imaginary Beings,W. Craig Carter,46441,American,Male,2012,Design,Architecture & Design,187517,,
"New Parents, Eurana Park, Weatherly, Pennsylvania",Judith Joy Ross,5030,American,Female,1996,Photograph,Photography,187527,http://www.moma.org/collection/works/187527,http://www.moma.org/media/W1siZiIsIjMxNDUxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6065a02ee44b799e
143652,Charles Atlas,31211,American,Male,2012,Installation,Media and Performance,187533,http://www.moma.org/collection/works/187533,
Painting by Numbers,Charles Atlas,31211,American,Male,2011,Installation,Media and Performance,187534,http://www.moma.org/collection/works/187534,
Plato's Alley,Charles Atlas,31211,American,Male,2008,Installation,Media and Performance,187536,http://www.moma.org/collection/works/187536,
Makey Makey,Jay Silver,46212,American,Male,2012,Design,Architecture & Design,187573,http://www.moma.org/collection/works/187573,
Makey Makey,Eric Rosenbaum,46213,American,Male,2012,Design,Architecture & Design,187573,http://www.moma.org/collection/works/187573,
Untitled from Isometric Figures,Sol LeWitt,3528,American,Male,2002,Print,Drawings & Prints,187586,http://www.moma.org/collection/works/187586,http://www.moma.org/media/W1siZiIsIjMwOTQwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=46bbb0a41eb398aa
Untitled from Stars,Sol LeWitt,3528,American,Male,2002,Print,Drawings & Prints,187591,http://www.moma.org/collection/works/187591,http://www.moma.org/media/W1siZiIsIjMxMDAyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f3abc7613701f438
IVNN,Christian Vetter,46961,Swiss,Male,2013,Print,Drawings & Prints,187630,http://www.moma.org/collection/works/187630,http://www.moma.org/media/W1siZiIsIjMxNzU1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=648593caaf2fd95a
To the Last,Lynette Yiadom-Boakye,46962,British,Female,2013,Painting,Painting & Sculpture,187631,http://www.moma.org/collection/works/187631,http://www.moma.org/media/W1siZiIsIjMyMTg5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f03a95393a3b9b54
Where It Had Been,Lynette Yiadom-Boakye,46962,British,Female,2013,Painting,Painting & Sculpture,187632,http://www.moma.org/collection/works/187632,http://www.moma.org/media/W1siZiIsIjMyMTkwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5734a899ab8c96b4
The Myriad Motives of Men,Lynette Yiadom-Boakye,46962,British,Female,2014,Painting,Painting & Sculpture,187633,http://www.moma.org/collection/works/187633,http://www.moma.org/media/W1siZiIsIjMyMTkwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2b01d6015194eac9
"Figure standing in a black bag for Yoko Ono's Cut Piece, 4th Annual Avant-Garde Festival, Central Park, New York, September 9th, 1966",Fred W. McDarrah,30845,American,Male,1966,Photograph,Drawings & Prints,187640,http://www.moma.org/collection/works/187640,http://www.moma.org/media/W1siZiIsIjMyMTMyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ebbe26e2339c6cb4
Translator's Introduction,Walid Raad,35285,Lebanese,Male,2014,Print,Drawings & Prints,187645,http://www.moma.org/collection/works/187645,http://www.moma.org/media/W1siZiIsIjMxNjA0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e80f2b50e4de4e1e
"Unionist Coloured Kerbstones at Dusk, Near Oman",Paul Graham,2286,British,Male,1985,Photograph,Photography,187687,http://www.moma.org/collection/works/187687,http://www.moma.org/media/W1siZiIsIjQ3NzI0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=02cfde0b4b2477a3
"Casa para el Poema del Ángulo Recto, Vilches, Chile",Smiljan Radić,46965,Chilean,Male,2010,Architecture,Architecture & Design,187688,http://www.moma.org/collection/works/187688,http://www.moma.org/media/W1siZiIsIjM4NzcyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ba78020c9a709494
Untitled #1B,Tomma Abts,28538,German,Female,2013,Drawing,Drawings & Prints,187691,http://www.moma.org/collection/works/187691,http://www.moma.org/media/W1siZiIsIjMyMjYxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=781e6e7937f5d16e
Untitled (brushstroke),Tomma Abts,28538,German,Female,2009,Print,Drawings & Prints,187693,http://www.moma.org/collection/works/187693,http://www.moma.org/media/W1siZiIsIjMyMTgyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f88175e56324d884
Untitled (Teapot/Grand Hotel Couronne & Poste),Joseph Cornell,1247,American,Male,1965,Drawing,Drawings & Prints,187694,http://www.moma.org/collection/works/187694,http://www.moma.org/media/W1siZiIsIjMxNDMwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7a4305957960f8a2
Untitled (diagonals),Tomma Abts,28538,German,Female,2009,Print,Drawings & Prints,187697,http://www.moma.org/collection/works/187697,http://www.moma.org/media/W1siZiIsIjMyMTgyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4f6f66706e1f40e5
Untitled (5 spots),Tomma Abts,28538,German,Female,2009,Print,Drawings & Prints,187698,http://www.moma.org/collection/works/187698,http://www.moma.org/media/W1siZiIsIjMyMTgyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dc751129fd08aaec
Untitled (12 bits),Tomma Abts,28538,German,Female,2009,Print,Drawings & Prints,187699,http://www.moma.org/collection/works/187699,http://www.moma.org/media/W1siZiIsIjMyMTgyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=18a17d6a64082961
Untitled (triangle),Tomma Abts,28538,German,Female,2009,Print,Drawings & Prints,187700,http://www.moma.org/collection/works/187700,http://www.moma.org/media/W1siZiIsIjMyMTgyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=97e48f57a28c234b
Section. Dining room ceiling. (Plan. Ground floor.),Ludwig Mies van der Rohe,7166,American,Male,1925,Mies van der Rohe Archive,Architecture & Design,187703,,
Section. Dining room ceiling. (Elevation. Ground floor.),Ludwig Mies van der Rohe,7166,American,Male,1925,Mies van der Rohe Archive,Architecture & Design,187704,,
Traction,Darren Almond,22936,British,Male,1999,Installation,Media and Performance,187717,http://www.moma.org/collection/works/187717,
"First Surface, Shadow Object 3",Rafael Lozano-Hemmer,30478,Mexican,Male,2012,Installation,Media and Performance,187718,http://www.moma.org/collection/works/187718,
Blow Up Shadow Box 4,Rafael Lozano-Hemmer,30478,Mexican,Male,2007,Installation,Media and Performance,187719,http://www.moma.org/collection/works/187719,
"Study for ""Mesh Mirage""",Senga Nengudi,40531,American,Female,1977,Photograph,Media and Performance,187724,http://www.moma.org/collection/works/187724,http://www.moma.org/media/W1siZiIsIjMxNTQzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a751e0bbc5bae721
Studio Performance with R.S.V.P.,Senga Nengudi,40531,American,Female,1976,Photograph,Media and Performance,187725,http://www.moma.org/collection/works/187725,http://www.moma.org/media/W1siZiIsIjM4NTIxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=20788e07dd773487
"Performance with ""Inside/Outside""",Senga Nengudi,40531,American,Female,1977,Photograph,Media and Performance,187726,http://www.moma.org/collection/works/187726,http://www.moma.org/media/W1siZiIsIjMxNTQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c0ae2e60257559d
Rapunzel,Senga Nengudi,40531,American,Female,1981,Photograph,Media and Performance,187727,http://www.moma.org/collection/works/187727,http://www.moma.org/media/W1siZiIsIjMxNTQzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=424ce8619e3dc7f3
La Familia Obrera (The Working Class Family),Oscar Bony,39391,Argentine,Male,1968,Photograph,Photography,187729,http://www.moma.org/collection/works/187729,http://www.moma.org/media/W1siZiIsIjMxNzY4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6e687214fd40112b
Goldie,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187735,http://www.moma.org/collection/works/187735,http://www.moma.org/media/W1siZiIsIjMxMDgxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7bb18c09bf76c64f
Woody,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187736,http://www.moma.org/collection/works/187736,http://www.moma.org/media/W1siZiIsIjMxMDgyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=44b9c0c1a711f386
Dakini and friend,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187738,http://www.moma.org/collection/works/187738,http://www.moma.org/media/W1siZiIsIjMxMDgyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2b25ae4e9f278ca4
Mona and friend,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187739,http://www.moma.org/collection/works/187739,http://www.moma.org/media/W1siZiIsIjMxMDgyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=00984267d322da60
Angie,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187740,http://www.moma.org/collection/works/187740,http://www.moma.org/media/W1siZiIsIjMxMDc2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3b08be8d61d25269
Street Vendor,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187741,http://www.moma.org/collection/works/187741,http://www.moma.org/media/W1siZiIsIjMxMDc2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0066c6bcd056c82a
People's Park,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187747,http://www.moma.org/collection/works/187747,http://www.moma.org/media/W1siZiIsIjMxMDc3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aed1bf00bac585a5
STP Family,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187752,http://www.moma.org/collection/works/187752,http://www.moma.org/media/W1siZiIsIjMxMDc4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ee971f48e700cdce
Frankie and Jeremy,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187755,http://www.moma.org/collection/works/187755,http://www.moma.org/media/W1siZiIsIjMxMDc4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2c60276b6deafe65
Three girls,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187758,http://www.moma.org/collection/works/187758,http://www.moma.org/media/W1siZiIsIjMxMDc4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b4ed970849f7025
Hawk and Dog,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187759,http://www.moma.org/collection/works/187759,http://www.moma.org/media/W1siZiIsIjMxMDc4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a0e82779f932bc4f
Frankie,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187760,http://www.moma.org/collection/works/187760,http://www.moma.org/media/W1siZiIsIjMxMDc4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b05628d3b792398e
Freckles,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187761,http://www.moma.org/collection/works/187761,http://www.moma.org/media/W1siZiIsIjMxMDc5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cd48cd1ed2bf9ccc
Clockwork Orange,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187762,http://www.moma.org/collection/works/187762,http://www.moma.org/media/W1siZiIsIjMxMDc5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0e5766d1f2d302d2
Rip,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187763,http://www.moma.org/collection/works/187763,http://www.moma.org/media/W1siZiIsIjMxMDc5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=84518296f1f82510
Pepper and Wally,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187769,http://www.moma.org/collection/works/187769,http://www.moma.org/media/W1siZiIsIjMxMDc5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=58d9e420dde4edb6
Marshmallow,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187770,http://www.moma.org/collection/works/187770,http://www.moma.org/media/W1siZiIsIjMxMDgwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69fb67eb9730939b
Tumbleweed,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187771,http://www.moma.org/collection/works/187771,http://www.moma.org/media/W1siZiIsIjMxMDgwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5cc56a45f999108e
Fran,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187772,http://www.moma.org/collection/works/187772,http://www.moma.org/media/W1siZiIsIjMxMDgwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=56dc515d679e9895
Mickey and Liz,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187773,http://www.moma.org/collection/works/187773,http://www.moma.org/media/W1siZiIsIjMxMDgwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3da35a518783626
Chicken,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187774,http://www.moma.org/collection/works/187774,http://www.moma.org/media/W1siZiIsIjMxMDgwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd9953a69c0e71ea
Steve,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187775,http://www.moma.org/collection/works/187775,http://www.moma.org/media/W1siZiIsIjMxMDgwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=320ac7078625bed1
Amy,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187776,http://www.moma.org/collection/works/187776,http://www.moma.org/media/W1siZiIsIjMxMDgwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce6bc38d90abe395
Denise,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187777,http://www.moma.org/collection/works/187777,http://www.moma.org/media/W1siZiIsIjMxMDgwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=63b41f79ca0f8204
Alan,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187778,http://www.moma.org/collection/works/187778,http://www.moma.org/media/W1siZiIsIjMxMDgwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7f90a36346ea345d
Krishna child,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187783,http://www.moma.org/collection/works/187783,http://www.moma.org/media/W1siZiIsIjMxMDgxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=44a6059819725413
Lucia and Peter,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187786,http://www.moma.org/collection/works/187786,http://www.moma.org/media/W1siZiIsIjMxMDgxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=052b5f607cb8e30d
Debbie and Dan,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187787,http://www.moma.org/collection/works/187787,http://www.moma.org/media/W1siZiIsIjMxMDgxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e7695b61b51fb64
Street musicians,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187788,http://www.moma.org/collection/works/187788,http://www.moma.org/media/W1siZiIsIjMxMDgxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b426a5ae6e06064a
Dennis and Rusty,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187789,http://www.moma.org/collection/works/187789,http://www.moma.org/media/W1siZiIsIjMxMDgyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec5617bb360055a8
Julia,Richard Misrach,4022,American,Male,1972,Photograph,Photography,187791,http://www.moma.org/collection/works/187791,http://www.moma.org/media/W1siZiIsIjMxMDgyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=00da73979a04a746
"Trash Can, New York",Walker Evans,1777,American,Male,1968,Photograph,Photography,187831,http://www.moma.org/collection/works/187831,http://www.moma.org/media/W1siZiIsIjMyMDE2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=23b60c99d0cc5ebd
A Poem by Repetition by Aram Saroyan,Natalie Czech,46990,German,Female,2013,Photograph,Photography,187884,http://www.moma.org/collection/works/187884,http://www.moma.org/media/W1siZiIsIjMyMDI0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6459f1ef273319d0
Miss Ramirez chair,Roberto Feo,32723,Spanish,Male,1997,Design,Architecture & Design,187896,http://www.moma.org/collection/works/187896,http://www.moma.org/media/W1siZiIsIjMyMjU2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d7026212caef32cd
Miss Ramirez chair,Rosario Hurtado,32724,Spanish,Female,1997,Design,Architecture & Design,187896,http://www.moma.org/collection/works/187896,http://www.moma.org/media/W1siZiIsIjMyMjU2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d7026212caef32cd
Botanica I,Andrea Trimarchi,46997,Italian,Female,2011,Design,Architecture & Design,187897,http://www.moma.org/collection/works/187897,http://www.moma.org/media/W1siZiIsIjMzOTMzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ee2abbeea810e6fb
Botanica I,Simone Farresin,46998,Italian,Female,2011,Design,Architecture & Design,187897,http://www.moma.org/collection/works/187897,http://www.moma.org/media/W1siZiIsIjMzOTMzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ee2abbeea810e6fb
Botanica III,Andrea Trimarchi,46997,Italian,Female,2011,Design,Architecture & Design,187898,http://www.moma.org/collection/works/187898,http://www.moma.org/media/W1siZiIsIjMzOTMzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=948cef87c76c1dd6
Botanica III,Simone Farresin,46998,Italian,Female,2011,Design,Architecture & Design,187898,http://www.moma.org/collection/works/187898,http://www.moma.org/media/W1siZiIsIjMzOTMzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=948cef87c76c1dd6
Botanica V,Andrea Trimarchi,46997,Italian,Female,2011,Design,Architecture & Design,187899,http://www.moma.org/collection/works/187899,http://www.moma.org/media/W1siZiIsIjMzOTMzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cdc5d0af933bcc42
Botanica V,Simone Farresin,46998,Italian,Female,2011,Design,Architecture & Design,187899,http://www.moma.org/collection/works/187899,http://www.moma.org/media/W1siZiIsIjMzOTMzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cdc5d0af933bcc42
Botanica IV,Andrea Trimarchi,46997,Italian,Female,2011,Design,Architecture & Design,187900,http://www.moma.org/collection/works/187900,http://www.moma.org/media/W1siZiIsIjMzOTMzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=762ff6c68de796fe
Botanica IV,Simone Farresin,46998,Italian,Female,2011,Design,Architecture & Design,187900,http://www.moma.org/collection/works/187900,http://www.moma.org/media/W1siZiIsIjMzOTMzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=762ff6c68de796fe
Botanica VI,Andrea Trimarchi,46997,Italian,Female,2011,Design,Architecture & Design,187901,http://www.moma.org/collection/works/187901,http://www.moma.org/media/W1siZiIsIjMzOTMzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c8712710035cb08
Botanica VI,Simone Farresin,46998,Italian,Female,2011,Design,Architecture & Design,187901,http://www.moma.org/collection/works/187901,http://www.moma.org/media/W1siZiIsIjMzOTMzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9c8712710035cb08
"United Silk-Weaving Mills Factory Building, Krefeld, Germany (Interior perspective with furniture)",Ludwig Mies van der Rohe,7166,American,Male,1931,Mies van der Rohe Archive,Architecture & Design,187919,,
Untitled from Graph Bloc (Bloc milimetrado),Nicolás Paris,43702,Colombian,Male,2011,Print,Drawings & Prints,187931,http://www.moma.org/collection/works/187931,http://www.moma.org/media/W1siZiIsIjI5ODEzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=41fdb0410bce2098
Stone (Piedra),Nicolás Paris,43702,Colombian,Male,2008,Print,Drawings & Prints,187943,http://www.moma.org/collection/works/187943,http://www.moma.org/media/W1siZiIsIjM4NDUwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=95a46d313bcd3893
Globe (Globo),Nicolás Paris,43702,Colombian,Male,2008,Print,Drawings & Prints,187944,http://www.moma.org/collection/works/187944,http://www.moma.org/media/W1siZiIsIjM4NDUwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0c7eb39887bc682
Caterpillar (Oruga),Nicolás Paris,43702,Colombian,Male,2008,Print,Drawings & Prints,187945,http://www.moma.org/collection/works/187945,http://www.moma.org/media/W1siZiIsIjI5ODE1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1ade3f9765ee3230
Bubble Gum (Chicle bomba),Nicolás Paris,43702,Colombian,Male,2008,Print,Drawings & Prints,187946,http://www.moma.org/collection/works/187946,http://www.moma.org/media/W1siZiIsIjI5ODE1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3825481463385a9a
