Title,Artist,ConstituentID,Nationality,Gender,Date,Classification,Department,ObjectID,URL,ThumbnailURL
"Municipal Gymnasium, Simancas, Spain (Façade study)",Iñaki Ábalos,8837,Spanish,Male,1990,Architecture,Architecture & Design,1023,http://www.moma.org/collection/works/1023,
"Municipal Gymnasium, Simancas, Spain (Façade study)",Juan Herreros,8836,Spanish,Male,1990,Architecture,Architecture & Design,1023,http://www.moma.org/collection/works/1023,
"Company Centre Nijkerk Project, Nijkerk, The Netherlands",Ben van Berkel,7529,Dutch,Male,1992,Architecture,Architecture & Design,1025,http://www.moma.org/collection/works/1025,http://www.moma.org/media/W1siZiIsIjIyOTUzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0490cbc200da60dd
"Rooftop Remodeling, Vienna, Austria, Scale model 1:25",Wolf D. Prix,7572,Austrian,Male,1984,Architecture,Architecture & Design,1028,http://www.moma.org/collection/works/1028,
"Rooftop Remodeling, Vienna, Austria, Scale model 1:25",Helmut Swiczinsky,7573,Polish,Male,1984,Architecture,Architecture & Design,1028,http://www.moma.org/collection/works/1028,
"Glass House, New Canaan, Connecticut",Philip Johnson,2927,American,Male,1947,Architecture,Architecture & Design,1029,http://www.moma.org/collection/works/1029,
"Alteka Office Building Project, Tokyo, Japan",Peter Eisenman,6969,American,Male,1991,Architecture,Architecture & Design,1030,http://www.moma.org/collection/works/1030,http://www.moma.org/media/W1siZiIsIjE3OTMzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f3e738639d201e68
"Alteka Office Building Project, Tokyo, Japan",Mark Wamble,22848,American,Male,1991,Architecture,Architecture & Design,1030,http://www.moma.org/collection/works/1030,http://www.moma.org/media/W1siZiIsIjE3OTMzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f3e738639d201e68
"Addition to the Solomon R. Guggenheim Museum, New York, New York, Scale model 1/16"" = 1',",Charles Gwathmey,2424,American,Male,1984,Architecture,Architecture & Design,1031,http://www.moma.org/collection/works/1031,http://www.moma.org/media/W1siZiIsIjIyOTU1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d673ed3ceef0fd1a
"Addition to the Solomon R. Guggenheim Museum, New York, New York, Scale model 1/16"" = 1',",Robert Siegel,7171,American,Male,1984,Architecture,Architecture & Design,1031,http://www.moma.org/collection/works/1031,http://www.moma.org/media/W1siZiIsIjIyOTU1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d673ed3ceef0fd1a
"Vulcania, St. Ours-les-Roches, Auvergne, France",Hans Hollein,2705,Austrian,Male,1994,Architecture,Architecture & Design,1032,http://www.moma.org/collection/works/1032,http://www.moma.org/media/W1siZiIsIjIxMTI4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e66159332a64f160
"Facade Panel from the Ricola Europe Factory and Storage Building, Mulhouse-Brunnstatt, France",Jacques Herzog,7421,Swiss,Male,1992,Architecture,Architecture & Design,1033,http://www.moma.org/collection/works/1033,http://www.moma.org/media/W1siZiIsIjIxMTI5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e9c41fca0adfaa0f
"Facade Panel from the Ricola Europe Factory and Storage Building, Mulhouse-Brunnstatt, France",Pierre de Meuron,7422,Swiss,Male,1992,Architecture,Architecture & Design,1033,http://www.moma.org/collection/works/1033,http://www.moma.org/media/W1siZiIsIjIxMTI5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e9c41fca0adfaa0f
"Facade Panel from the Ricola Europe Factory and Storage Building, Mulhouse-Brunnstatt, France",Karl Blossfeldt,24413,German,Male,1992,Architecture,Architecture & Design,1033,http://www.moma.org/collection/works/1033,http://www.moma.org/media/W1siZiIsIjIxMTI5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e9c41fca0adfaa0f
"Palm Bay Seafront Hotel and Convention Center Project, Agadir, Morocco",Rem Koolhaas,6956,Dutch,Male,1990,Architecture,Architecture & Design,1035,http://www.moma.org/collection/works/1035,http://www.moma.org/media/W1siZiIsIjIxMTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=039ec2e37afcd68c
"Palm Bay Seafront Hotel and Convention Center Project, Agadir, Morocco",Winy Maas,7575,Dutch,Male,1990,Architecture,Architecture & Design,1035,http://www.moma.org/collection/works/1035,http://www.moma.org/media/W1siZiIsIjIxMTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=039ec2e37afcd68c
"Palm Bay Seafront Hotel and Convention Center Project, Agadir, Morocco",Elizabeth Alford,7576,American,Female,1990,Architecture,Architecture & Design,1035,http://www.moma.org/collection/works/1035,http://www.moma.org/media/W1siZiIsIjIxMTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=039ec2e37afcd68c
"Palm Bay Seafront Hotel and Convention Center Project, Agadir, Morocco",Xaveer de Geyter,7581,Dutch,Male,1990,Architecture,Architecture & Design,1035,http://www.moma.org/collection/works/1035,http://www.moma.org/media/W1siZiIsIjIxMTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=039ec2e37afcd68c
"Palm Bay Seafront Hotel and Convention Center Project, Agadir, Morocco",Ray Maggiore,7577,American,Male,1990,Architecture,Architecture & Design,1035,http://www.moma.org/collection/works/1035,http://www.moma.org/media/W1siZiIsIjIxMTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=039ec2e37afcd68c
"Palm Bay Seafront Hotel and Convention Center Project, Agadir, Morocco",Vince Scirano,7578,American,Male,1990,Architecture,Architecture & Design,1035,http://www.moma.org/collection/works/1035,http://www.moma.org/media/W1siZiIsIjIxMTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=039ec2e37afcd68c
"Palm Bay Seafront Hotel and Convention Center Project, Agadir, Morocco",Ron Steiner,7579,American,Male,1990,Architecture,Architecture & Design,1035,http://www.moma.org/collection/works/1035,http://www.moma.org/media/W1siZiIsIjIxMTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=039ec2e37afcd68c
"Palm Bay Seafront Hotel and Convention Center Project, Agadir, Morocco",Yushi Uehara,8933,Japanese,Male,1990,Architecture,Architecture & Design,1035,http://www.moma.org/collection/works/1035,http://www.moma.org/media/W1siZiIsIjIxMTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=039ec2e37afcd68c
"Berlin Museum with the Jewish Museum, Scale model 1:100",Daniel Libeskind,7527,American,Male,1989,Architecture,Architecture & Design,1036,http://www.moma.org/collection/works/1036,http://www.moma.org/media/W1siZiIsIjIyOTU2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=65a1948f7728993c
"Golgi Structures, project",Fumihiko Maki,6954,Japanese,Male,1967,Architecture,Architecture & Design,1037,http://www.moma.org/collection/works/1037,http://www.moma.org/media/W1siZiIsIjIyOTU3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a39c6f3521a093c2
"Cartier Foundation for Contemporary Art, Paris, France, Elevation",Jean Nouvel,7450,French,Male,1992,Architecture,Architecture & Design,1039,http://www.moma.org/collection/works/1039,http://www.moma.org/media/W1siZiIsIjYyMjExIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ec43040b75374641
"Nike Tower, project, Linz, Austria",Laurids Ortner,7561,Austrian,Male,1991,Architecture,Architecture & Design,1040,http://www.moma.org/collection/works/1040,http://www.moma.org/media/W1siZiIsIjIxMTMwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3bc8f7864819453f
"Nike Tower, project, Linz, Austria",Manfred Ortner,7562,Austrian,Male,1991,Architecture,Architecture & Design,1040,http://www.moma.org/collection/works/1040,http://www.moma.org/media/W1siZiIsIjIxMTMwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3bc8f7864819453f
"Sight Specific, project",Joel Sanders,7566,American,Male,1994,Architecture,Architecture & Design,1042,http://www.moma.org/collection/works/1042,
"Sight Specific, project",Marc Tsurumaki,7564,American,Male,1994,Architecture,Architecture & Design,1042,http://www.moma.org/collection/works/1042,
"Sight Specific, project",Jonathan Crary,7565,American,Male,1994,Architecture,Architecture & Design,1042,http://www.moma.org/collection/works/1042,
"Oxnard House, project, Oxnard, California",Mehrdad Yazdani,7530,Iranian,Male,1992,Architecture,Architecture & Design,1045,http://www.moma.org/collection/works/1045,http://www.moma.org/media/W1siZiIsIjIyOTYwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=86ead39b827cf417
"Fin d'Ou T Hou S, project (Fourth and final stage)",Peter Eisenman,6969,American,Male,1983,Architecture,Architecture & Design,1047,http://www.moma.org/collection/works/1047,http://www.moma.org/media/W1siZiIsIjIxMTMzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5096e799ff5923bb
"Winton Guest House, Wayzata, Minnesota",Frank O. Gehry,2108,American,Male,1983,Architecture,Architecture & Design,1049,http://www.moma.org/collection/works/1049,http://www.moma.org/media/W1siZiIsIjIyOTY2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=80e76a58b66242ce
"Detail of Roof Top for Waterloo International Terminal, London, England",Nicholas Grimshaw,7696,British,Male,1990,Architecture,Architecture & Design,1050,http://www.moma.org/collection/works/1050,
"Leisure Studio, Puolarmaari, Espoo, Finland",Ilkka Laine,7861,Finnish,Female,1990,Architecture,Architecture & Design,1051,http://www.moma.org/collection/works/1051,http://www.moma.org/media/W1siZiIsIjIxNDAwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3900b77fb06a263
"Embassy of Finland, Washington D.C.",Mikko Heikkinen,7537,Finnish,Male,1990,Architecture,Architecture & Design,1052,http://www.moma.org/collection/works/1052,http://www.moma.org/media/W1siZiIsIjIyOTY3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8939ea2e0b7d8251
"Embassy of Finland, Washington D.C.",Markku Komonen,7539,Finnish,Male,1990,Architecture,Architecture & Design,1052,http://www.moma.org/collection/works/1052,http://www.moma.org/media/W1siZiIsIjIyOTY3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8939ea2e0b7d8251
"Ricola Europe Factory and Storage Building, Mulhouse-Brunnstatt, France",Jacques Herzog,7421,Swiss,Male,1992,Architecture,Architecture & Design,1053,http://www.moma.org/collection/works/1053,http://www.moma.org/media/W1siZiIsIjIxMTM3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=62bd94cdf545b2b0
"Ricola Europe Factory and Storage Building, Mulhouse-Brunnstatt, France",Pierre de Meuron,7422,Swiss,Male,1992,Architecture,Architecture & Design,1053,http://www.moma.org/collection/works/1053,http://www.moma.org/media/W1siZiIsIjIxMTM3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=62bd94cdf545b2b0
"Kansai International Airport, Passenger Terminal Main Building, Osaka, Japan, Study model of main structural truss",Renzo Piano,8988,Italian,Male,1988,Architecture,Architecture & Design,1057,http://www.moma.org/collection/works/1057,http://www.moma.org/media/W1siZiIsIjU5NjA5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=19a3def5b817bf94
"Kansai International Airport, Passenger Terminal Main Building, Osaka, Japan, Study model of main structural truss",Noriaki Okabe,8028,Japanese,Male,1988,Architecture,Architecture & Design,1057,http://www.moma.org/collection/works/1057,http://www.moma.org/media/W1siZiIsIjU5NjA5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=19a3def5b817bf94
"Kyle Residence Project, Houston, Texas",Joel Sanders,7566,American,Male,1991,Architecture,Architecture & Design,1058,http://www.moma.org/collection/works/1058,http://www.moma.org/media/W1siZiIsIjYyMTkzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a7373b5cae721813
"Kyle Residence Project, Houston, Texas",Marc Tsurumaki,7564,American,Male,1991,Architecture,Architecture & Design,1058,http://www.moma.org/collection/works/1058,http://www.moma.org/media/W1siZiIsIjYyMTkzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a7373b5cae721813
"Saishunkan Seiyaku Women's Dormitory, Kumamoto City, Japan (Scale model 1:100)",Kazuyo Sejima,8958,Japanese,Female,1990,Architecture,Architecture & Design,1059,http://www.moma.org/collection/works/1059,http://www.moma.org/media/W1siZiIsIjIyOTcwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c20d2815ab0f9d6e
"Town Center, Avesta, Sweden",Alvar Aalto,34,Finnish,Male,1944,Architecture,Architecture & Design,1063,http://www.moma.org/collection/works/1063,http://www.moma.org/media/W1siZiIsIjIxMjIxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e7db0f187dc6cfed
"Center for Applied Computer Research project, Mexico City, Mexico",Emilio Ambasz,141,Argentine,Male,1975,Architecture,Architecture & Design,1067,http://www.moma.org/collection/works/1067,
"Joseph E. Seagram and Sons Office Building, New York, New York",Ludwig Mies van der Rohe,7166,American,Male,1954,Architecture,Architecture & Design,1072,http://www.moma.org/collection/works/1072,http://www.moma.org/media/W1siZiIsIjIxMTY4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=73d599ecd99fd852
"Joseph E. Seagram and Sons Office Building, New York, New York",Philip Johnson,2927,American,Male,1954,Architecture,Architecture & Design,1072,http://www.moma.org/collection/works/1072,http://www.moma.org/media/W1siZiIsIjIxMTY4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=73d599ecd99fd852
"Doldertal Apartments, Zurich, Switzerland",Marcel Breuer,769,American,Male,1936,Architecture,Architecture & Design,1073,http://www.moma.org/collection/works/1073,http://www.moma.org/media/W1siZiIsIjIwOTExNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb81d6294c71b3dc
"Doldertal Apartments, Zurich, Switzerland",Alfred Roth,8996,Swiss,Male,1936,Architecture,Architecture & Design,1073,http://www.moma.org/collection/works/1073,http://www.moma.org/media/W1siZiIsIjIwOTExNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb81d6294c71b3dc
"Doldertal Apartments, Zurich, Switzerland",Emil Roth,22621,Swiss,Male,1936,Architecture,Architecture & Design,1073,http://www.moma.org/collection/works/1073,http://www.moma.org/media/W1siZiIsIjIwOTExNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb81d6294c71b3dc
"Tohoku Historical Museum project, Sendai, Tohoku, Japan",Hani Rashid,22617,Canadian,Male,1994,Architecture,Architecture & Design,1074,http://www.moma.org/collection/works/1074,
"Tohoku Historical Museum project, Sendai, Tohoku, Japan",Lise Anne Couture,22618,Canadian,Female,1994,Architecture,Architecture & Design,1074,http://www.moma.org/collection/works/1074,
"Generator, project, White Oak, Florida",Cedric Price,7986,British,Male,1978,Architecture,Architecture & Design,1076,http://www.moma.org/collection/works/1076,http://www.moma.org/media/W1siZiIsIjU4MjA4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3b0b6f665031f1e6
Vase,Hans Coper,1235,British,Male,1960,Design,Architecture & Design,1084,http://www.moma.org/collection/works/1084,http://www.moma.org/media/W1siZiIsIjU5NDQ0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=53b9c02485418681
Bowl,James Prestini,4729,American,Male,1949,Design,Architecture & Design,1087,http://www.moma.org/collection/works/1087,http://www.moma.org/media/W1siZiIsIjU5MTYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=84e208af4fec5d77
Prisma Tumblers,Kaj Franck,1968,Finnish,Male,1967,Design,Architecture & Design,1091,http://www.moma.org/collection/works/1091,http://www.moma.org/media/W1siZiIsIjIxMjA2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=21ca8235803210ed
Timer (model 152),Rodolfo Bonetto,659,Italian,Male,1960,Design,Architecture & Design,1134,http://www.moma.org/collection/works/1134,http://www.moma.org/media/W1siZiIsIjIxMjA2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d192102dd644021
Nizo S 30 Super-8 Camera,Robert Oberheim,4365,German,Male,1970,Design,Architecture & Design,1142,http://www.moma.org/collection/works/1142,http://www.moma.org/media/W1siZiIsIjIzMDI0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db27d12ddf42bc82
Nutcracker,Carl Auböck,26166,Austrian,Male,1950,Design,Architecture & Design,1144,http://www.moma.org/collection/works/1144,http://www.moma.org/media/W1siZiIsIjIxMjA2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=54ec404f85a42047
Ericofon Telephone,Hugo Blomberg,8676,Swedish,Male,1949,Design,Architecture & Design,1151,http://www.moma.org/collection/works/1151,http://www.moma.org/media/W1siZiIsIjIxMjA3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=34fd28ec9ba3b114
Ericofon Telephone,Ralph Lysell,8677,Swedish,Male,1949,Design,Architecture & Design,1151,http://www.moma.org/collection/works/1151,http://www.moma.org/media/W1siZiIsIjIxMjA3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=34fd28ec9ba3b114
Ericofon Telephone,Hans Gösta Thames,8678,Swedish,Male,1949,Design,Architecture & Design,1151,http://www.moma.org/collection/works/1151,http://www.moma.org/media/W1siZiIsIjIxMjA3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=34fd28ec9ba3b114
Coiffeur/Set (model HLD 3/31),Reinhold Weiss,7147,German,Male,1972,Design,Architecture & Design,1156,http://www.moma.org/collection/works/1156,
Combi Electric Shaver,Dieter Rams,8451,German,Male,1957,Design,Architecture & Design,1157,http://www.moma.org/collection/works/1157,
Combi Electric Shaver,Gerd Alfred Müller,4158,German,Male,1957,Design,Architecture & Design,1157,http://www.moma.org/collection/works/1157,
Folding Propeller,David Walter Beck,22955,American,Male,1963,Design,Architecture & Design,1159,http://www.moma.org/collection/works/1159,
Table Lamp,Massimo Vignelli,6155,Italian,Male,1962,Design,Architecture & Design,1161,http://www.moma.org/collection/works/1161,
Parabolic Spotlight with Base (model 33267),Roger Tallon,7378,French,Male,1972,Design,Architecture & Design,1162,http://www.moma.org/collection/works/1162,
Asteroid Lamp,Ettore Sottsass,5536,Italian,Male,1968,Design,Architecture & Design,1163,http://www.moma.org/collection/works/1163,http://www.moma.org/media/W1siZiIsIjIxMjA4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0bcb374eb5bda885
PS 2 Stereo Turntable,Dieter Rams,8451,German,Male,1963,Design,Architecture & Design,1164,http://www.moma.org/collection/works/1164,http://www.moma.org/media/W1siZiIsIjIxMjA3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b7d65c8a26d7aac9
Table Lamps,Claus Bonderup,655,Danish,Male,1979,Design,Architecture & Design,1165,http://www.moma.org/collection/works/1165,
Table Lamps,Torsten Thorup,7200,Danish,Male,1979,Design,Architecture & Design,1165,http://www.moma.org/collection/works/1165,
Maldive Tray,Bruno Munari,4163,Italian,Male,1960,Design,Architecture & Design,1166,http://www.moma.org/collection/works/1166,
Lemon Squeezer,Gino Colombini,1194,Italian,Male,1958,Design,Architecture & Design,1167,http://www.moma.org/collection/works/1167,http://www.moma.org/media/W1siZiIsIjIzMDIyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=16679844d857752a
Tumblers,Earl S. Tupper,5970,American,Male,1954,Design,Architecture & Design,1168,http://www.moma.org/collection/works/1168,http://www.moma.org/media/W1siZiIsIjIzMDI2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7d07939afa0ded01
Serving Bowl,Kenneth Brozen,817,American,Male,1963,Design,Architecture & Design,1169,http://www.moma.org/collection/works/1169,http://www.moma.org/media/W1siZiIsIjIzMDIyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c23d73de4778c3d9
Storage Boxes with Lids,Gene Hurwitt,2777,American,Male,1966,Design,Architecture & Design,1170,http://www.moma.org/collection/works/1170,http://www.moma.org/media/W1siZiIsIjIzMDIzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=92206bcca696f3e0
Drinking Cups,Earl S. Tupper,5970,American,Male,1946,Design,Architecture & Design,1172,http://www.moma.org/collection/works/1172,http://www.moma.org/media/W1siZiIsIjIzMDI2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7d683fa53dc846a4
Stacking Tableware (model TC 100),Nick Roericht,4988,German,Male,1959,Design,Architecture & Design,1174,http://www.moma.org/collection/works/1174,
Spring-Band Pliers,George Ygfors,6499,Swedish,Male,1974,Design,Architecture & Design,1177,http://www.moma.org/collection/works/1177,http://www.moma.org/media/W1siZiIsIjYxMjM4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=33ce13e313900419
Spring-Band Pruning Scissors,George Ygfors,6499,Swedish,Male,1974,Design,Architecture & Design,1178,http://www.moma.org/collection/works/1178,http://www.moma.org/media/W1siZiIsIjYxMjM4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=33ce13e313900419
Spring-Band Blunt Scissors,George Ygfors,6499,Swedish,Male,1974,Design,Architecture & Design,1179,http://www.moma.org/collection/works/1179,http://www.moma.org/media/W1siZiIsIjYxMjM4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=33ce13e313900419
Ice Tups Popsicle Mold,Earl S. Tupper,5970,American,Male,1955,Design,Architecture & Design,1180,http://www.moma.org/collection/works/1180,http://www.moma.org/media/W1siZiIsIjIzMDI2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fdace93394d3b291
Cubitainer Recessed Plug and Closure Containers,Thomas W. Winstead,6403,American,Male,1955,Design,Architecture & Design,1182,http://www.moma.org/collection/works/1182,
Tea Strainer,Bertel Gardberg,7381,Finnish,Male,1955,Design,Architecture & Design,1184,http://www.moma.org/collection/works/1184,http://www.moma.org/media/W1siZiIsIjIxMjA3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e1596e6ddb14b79b
Triennale Flatware,Bertel Gardberg,7381,Finnish,Male,1957,Design,Architecture & Design,1185,http://www.moma.org/collection/works/1185,http://www.moma.org/media/W1siZiIsIjIxMjA3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0141efcfa57687c
Tanaqvil Flatware,Magnus Stephensen,5646,Danish,Male,1955,Design,Architecture & Design,1186,http://www.moma.org/collection/works/1186,http://www.moma.org/media/W1siZiIsIjIzMDI1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=27c7de1b391440ad
Servus Flatware,Sigurd Persson,7355,Swedish,Male,1953,Design,Architecture & Design,1187,http://www.moma.org/collection/works/1187,http://www.moma.org/media/W1siZiIsIjIzMDI0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=39caf9b33a8f5012
Highlight Flatware,Russel Wright,6460,American,Male,1951,Design,Architecture & Design,1188,http://www.moma.org/collection/works/1188,http://www.moma.org/media/W1siZiIsIjIzMDI3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=04e32ae6f20e1123
Benbecula Paper Knife,Enzo Mari,3766,Italian,Male,1961,Design,Architecture & Design,1189,http://www.moma.org/collection/works/1189,
Fjord Flatware,Jens H. Quistgaard,8688,Danish,Male,1953,Design,Architecture & Design,1190,http://www.moma.org/collection/works/1190,http://www.moma.org/media/W1siZiIsIjIzMDI1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0e7a4a974c636108
mono-Ring Flatware,Peter Raacke,4777,German,Male,1966,Design,Architecture & Design,1191,http://www.moma.org/collection/works/1191,http://www.moma.org/media/W1siZiIsIjIxMjA3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbb0043e12157f63
